,city,city_details,experience,private_experience,alter_experience,sex,age,marital_status,has_children,allow_time_request,experimentGroup,working_with.family,working_with.adults,working_with.lgbt,working_with.believer,working_with.fem,working_with.foreigner,working_with.elderly,education_count,competences_count,methods_count,expertise_count,features_of_work_count,price
0,Москва,,7,9,1,F,31.0,single,False,True,False,False,True,False,False,False,False,False,4,7,1,1,9,4500
1,Санкт-Петербург,м. Петроградская,3,6,1,F,36.0,single,True,True,False,False,True,False,False,False,False,False,4,10,2,4,15,3500
2,Москва,м. Динамо / Петровский парк,3,5,1,F,44.0,married,True,True,False,True,True,False,True,False,False,True,12,12,5,5,17,5000
3,Москва,,12,12,4,F,34.0,married,True,True,False,False,True,True,False,False,False,False,12,4,1,8,20,6000
4,Новосибирск,,8,7,3,F,48.0,married,False,True,False,False,True,False,False,False,False,False,5,3,1,4,10,3500
5,Краснодар,Центральный,10,11,3,F,36.0,single,False,True,False,False,True,True,False,False,False,False,9,4,1,5,14,3900
6,Москва,м. Белорусская,12,0,0,F,34.0,married,True,True,True,False,True,False,False,False,False,False,4,4,2,1,13,12000
7,Самара,Район Губернского рынка,7,6,2,F,51.0,married,True,True,False,False,True,False,False,False,False,True,4,5,1,6,8,4200
8,Москва,,8,8,1,M,36.0,married,False,True,False,False,True,False,False,False,False,False,15,4,3,5,16,8650
9,Москва,м. Краснопресненская / Баррикадная,10,9,4,F,31.0,married,False,True,False,False,True,False,False,True,False,False,6,4,1,1,5,3500
10,Пятигорск,,5,7,2,F,27.0,single,False,True,False,False,True,False,False,False,False,False,9,16,3,4,11,3000
11,Санкт-Петербург,м. Спортивная,6,5,2,M,31.0,single,,True,False,False,True,True,False,False,False,False,7,4,1,7,11,5000
12,Херцег-Нови,,8,0,0,F,31.0,married,True,True,False,False,True,True,False,False,False,True,15,4,2,5,15,6000
13,Нижний Новгород,,5,0,0,F,26.0,single,False,True,False,False,True,False,False,False,False,False,11,4,1,1,18,4000
14,Москва,м. Боровицкая,5,5,2,F,51.0,,,True,True,True,True,False,True,False,False,True,9,4,2,2,12,6000
15,Москва,м. Аэропорт,17,17,4,,,,,True,False,False,True,True,False,False,False,False,6,5,2,6,19,6000
16,Москва,м. Чистые пруды / Красные ворота,5,0,0,F,37.0,,,False,False,False,True,False,False,False,False,False,4,4,1,1,9,5000
17,Москва,м. Краснопресненская,10,13,1,F,53.0,married,True,True,False,False,True,False,False,False,False,False,12,8,4,4,6,6000
18,Сочи,,8,7,2,M,42.0,married,True,True,False,False,True,True,False,False,False,False,5,4,1,2,12,4444
19,Санкт-Петербург,м. Владимирская,3,8,0,F,41.0,married,False,True,False,False,True,False,False,False,False,False,2,4,1,3,13,3500
20,Москва,м. Полянка / Октябрьская,3,0,0,F,25.0,married,False,True,True,False,True,False,False,False,False,False,6,4,2,5,13,5000
21,Ростов-на-Дону,,19,25,3,F,58.0,married,True,True,False,True,True,True,False,False,False,True,8,18,2,2,15,4000
22,Батуми,,13,7,2,F,39.0,married,True,True,False,False,True,False,False,False,False,True,3,4,2,2,12,3500
23,Санкт-Петербург,м. Василеостровская,7,15,1,F,37.0,married,True,True,False,False,True,True,False,False,False,True,5,4,2,4,9,5000
24,Краснодар,,7,6,0,F,36.0,married,True,True,False,False,True,True,False,False,False,False,6,8,3,2,10,3500
25,Санкт-Петербург,м. Петроградская,6,5,2,F,42.0,single,True,True,True,False,True,True,False,True,False,False,6,4,1,2,14,4500
26,Москва,"Тверская, Таганская, Курская",5,5,3,F,40.0,single,True,True,False,True,True,False,False,False,False,False,6,4,2,1,12,2000
27,Москва,м. Полянка,9,10,3,F,44.0,single,True,True,False,False,True,False,False,False,False,True,7,23,2,9,17,5000
28,Нижний Новгород,,4,0,0,M,40.0,married,True,True,False,False,True,False,False,False,False,True,4,4,1,5,17,2220
29,Уфа,ост. Кондитерская фабрика,4,0,0,F,27.0,single,False,True,False,False,True,True,False,False,False,False,11,4,1,3,10,3000
30,Москва,,5,3,2,F,53.0,married,True,True,True,False,True,False,False,False,False,False,4,4,1,5,6,5000
31,Санкт-Петербург,м. Сенная,16,12,2,F,44.0,,,True,False,False,True,True,False,False,False,True,4,4,1,2,4,4000
32,Москва,м. Сухаревская,4,4,3,M,37.0,married,True,True,False,False,True,False,False,False,False,False,15,4,2,7,18,3500
33,Казань,,8,13,1,M,43.0,married,True,True,False,False,True,False,False,True,False,False,8,4,1,2,8,2790
34,Санкт-Петербург,,5,9,2,F,44.0,married,True,True,False,True,True,True,False,False,False,False,15,4,1,5,10,2400
35,Москва,м. Полянка / Октябрьская,4,5,2,F,33.0,single,False,True,False,False,True,False,False,False,False,False,5,3,1,3,12,3500
36,Санкт-Петербург,м. Чернышевская,6,0,0,M,37.0,married,True,True,False,False,True,False,False,False,False,False,15,8,1,2,14,5500
37,Москва,м. Тверская,8,2,1,M,48.0,single,True,True,True,False,True,True,False,False,False,True,4,4,2,4,13,2500
38,Санкт-Петербург,м. Сенная,21,25,0,M,52.0,married,True,True,False,False,True,False,True,False,False,False,8,4,2,7,12,5000
39,Москва,м. Менделеевская,7,3,3,F,35.0,married,True,True,False,False,True,True,False,False,False,False,5,4,2,1,10,3700
40,Санкт-Петербург,м. Горьковская; м. Невский проспект,15,15,3,F,49.0,married,True,True,False,False,True,False,False,False,False,False,11,4,1,1,13,4500
41,Москва,м. Белорусская,14,15,3,F,55.0,married,True,True,False,False,True,False,False,False,False,True,8,9,1,3,17,4000
42,Москва,м. Белорусская,4,0,0,F,32.0,single,False,True,True,False,True,True,False,False,False,False,5,4,1,2,12,3500
43,Москва,м. Площадь Ильича,24,3,3,F,55.0,,True,True,False,True,True,False,False,False,False,False,6,8,2,4,15,3000
44,Москва,м. Таганская,9,0,0,M,39.0,single,False,True,False,False,True,False,False,False,False,True,4,3,1,4,5,5000
45,Москва,м. Проспект Вернадского,1,4,0,M,37.0,married,False,True,False,True,True,True,False,False,False,False,5,5,3,4,21,4900
46,Санкт-Петербург,м. Фрунзенская,7,0,0,F,35.0,married,True,True,False,True,True,True,False,True,False,False,10,4,3,4,12,4000
47,Москва,м. Павелецкая,15,0,0,F,45.0,single,True,True,False,False,True,True,False,False,False,True,23,4,3,5,18,6000
48,Москва,м. Менделеевская,8,0,0,M,29.0,single,False,True,False,False,True,True,False,False,False,True,6,3,1,0,0,4000
49,Москва,,5,5,1,F,30.0,,False,True,True,False,True,True,False,True,False,False,5,6,1,3,5,2500
50,Москва,м. Бауманская,8,8,1,F,47.0,married,False,True,False,True,True,True,False,False,False,True,12,3,1,1,9,4500
51,Санкт-Петербург,м. Чернышевская,8,8,3,M,40.0,married,True,True,False,False,True,False,False,True,False,False,8,4,3,3,14,4500
52,Уфа,,26,26,1,M,52.0,married,,True,True,False,True,True,False,False,False,True,5,4,1,5,13,5040
53,Санкт-Петербург,,11,0,0,F,37.0,married,True,True,False,False,True,True,False,False,False,False,5,3,1,3,16,4000
54,Санкт-Петербург,м. Петроградская,10,0,0,F,41.0,married,True,True,False,False,True,False,False,False,False,False,7,7,2,5,9,6000
55,Москва,м. Сретенский бульвар / Тургеневская / Чистые пруды,7,7,3,F,29.0,single,False,True,False,False,True,True,False,False,False,False,17,4,3,2,10,8000
56,Москва,,10,11,2,F,41.0,married,False,True,False,True,True,False,False,False,False,False,6,4,1,1,7,4000
57,Симферополь,,4,7,1,F,49.0,single,True,True,True,False,True,False,False,False,False,True,2,4,1,2,14,3250
58,Москва,,2,0,0,F,39.0,married,True,True,False,True,True,False,False,False,False,False,4,13,4,1,15,1800
59,Санкт-Петербург,м. Петроградская,15,0,0,F,56.0,married,True,True,False,True,True,True,False,False,False,False,7,7,1,3,7,4500
60,Екатеринбург,,15,14,1,F,45.0,,,True,False,False,True,True,False,False,False,False,19,4,1,2,6,5000
61,Санкт-Петербург,м. Площадь Восстания,17,0,0,F,40.0,single,True,True,False,False,True,False,False,False,False,True,13,4,1,3,12,5000
62,Хайфа,,9,0,0,F,38.0,single,True,True,False,False,True,False,False,False,False,False,7,10,2,6,14,7100
63,Санкт-Петербург,м. Сенная площадь; м. Лесная,8,7,3,F,52.0,married,True,True,False,False,True,False,False,False,False,True,9,4,1,2,14,3300
64,Краснодар,,3,0,0,M,46.0,single,True,True,False,True,True,False,False,False,False,False,7,13,2,6,14,4000
65,Санкт-Петербург,м. пл.Восстания,17,0,0,F,38.0,,False,True,False,True,True,True,False,False,False,False,6,4,2,5,14,4500
66,Москва,м. Белорусская,4,4,1,F,41.0,married,True,True,False,True,True,False,False,False,False,False,7,4,2,0,14,6000
67,Москва,м. Новые Черемушки,11,11,4,F,42.0,married,False,True,False,False,True,False,False,False,False,False,3,3,1,2,16,8000
68,Москва,,2,0,0,F,44.0,married,True,True,True,False,True,False,False,False,False,True,2,4,1,5,10,2200
69,Москва,,8,12,1,F,46.0,married,True,True,True,False,True,False,False,False,False,False,6,4,1,0,6,3030
70,Москва,,7,17,1,F,,,,True,False,True,True,False,False,False,False,False,2,4,1,4,6,5000
71,Санкт-Петербург,м. Обводный канал,6,0,0,F,32.0,single,False,True,False,True,True,True,False,False,False,True,7,4,2,6,9,8000
72,Москва,м. Пушкинская / Тверская / Чеховская,10,0,0,F,38.0,married,True,True,False,False,True,False,False,False,False,False,2,4,1,3,15,5000
73,Москва,м. Новокузнецкая / Третьяковская,9,0,0,F,43.0,,True,True,False,False,True,True,False,False,False,False,7,11,3,4,9,5500
74,Москва,м. Таганская,5,6,1,F,,,,True,False,False,True,False,False,False,False,False,3,4,1,2,7,5580
75,Санкт-Петербург,м. Дыбенко,5,0,0,M,36.0,single,False,True,False,False,True,False,False,False,False,False,4,4,2,5,9,3000
76,Калининград,,8,9,5,F,39.0,married,True,True,False,False,True,True,False,False,False,False,22,4,4,5,17,5000
77,Москва,м. Чистые пруды,7,0,0,F,45.0,single,False,True,True,False,True,True,False,False,False,True,13,4,1,2,10,4500
78,Москва,м. Белорусская,8,10,1,F,46.0,married,True,False,False,True,True,True,False,False,False,False,7,4,3,1,9,5000
79,Ростов-на-Дону,,2,4,0,F,38.0,single,False,True,False,False,True,False,True,False,False,False,2,8,1,4,17,2000
80,Москва,,6,0,0,F,35.0,married,,True,False,False,True,False,False,False,False,False,8,4,1,1,7,4500
81,Москва,м. Тверская,9,0,0,F,59.0,single,True,True,False,False,True,True,False,False,False,False,7,4,1,2,10,5000
82,Москва,м. Динамо,17,17,4,F,55.0,married,True,True,False,False,True,False,False,False,False,True,3,7,4,3,6,3500
83,Москва,м. Краснопресненская,16,13,3,F,38.0,,,True,False,False,True,True,False,False,False,True,4,4,1,4,15,5500
84,Москва,,5,5,1,F,39.0,married,True,True,False,False,True,False,False,False,False,True,9,4,2,2,14,3000
85,Москва,м. Цветной Бульвар / Трубная,14,0,0,F,42.0,married,True,True,True,False,True,False,False,False,False,False,6,4,1,4,7,5000
86,Москва,,21,21,2,F,54.0,single,True,True,False,False,True,False,False,False,False,False,6,4,2,2,11,3000
87,Подольск,Московская обл.,9,0,0,F,40.0,married,,True,True,False,True,False,False,False,False,False,5,4,1,0,14,5200
88,Санкт-Петербург,м. Обводный Канал,7,7,2,F,29.0,single,False,True,False,False,True,True,False,False,False,False,8,4,2,3,15,3600
89,Ставрополь,,19,19,2,F,,,,True,False,False,True,True,False,False,False,False,9,4,1,5,10,2000
90,Санкт-Петербург,,1,3,1,F,25.0,single,,True,False,False,True,True,False,False,False,True,8,7,2,0,5,2200
91,Москва,м. Театральная / Охотный ряд,6,3,1,F,39.0,single,False,True,True,False,True,False,False,False,False,False,6,4,2,3,9,4500
92,Москва,м. Кропоткинская / Арбатская / Боровицкая,5,5,2,M,28.0,single,False,True,False,False,True,True,False,True,False,False,5,8,2,3,6,5000
93,Москва,м. Третьяковская,4,5,0,F,45.0,married,True,True,False,False,True,False,False,False,False,False,3,4,1,4,16,4300
94,Москва,м. Таганская,3,3,1,F,25.0,single,False,True,False,False,True,True,False,False,False,False,10,3,2,2,13,4100
95,Москва,м. Тверская,10,13,1,F,54.0,married,True,True,False,True,True,False,False,False,False,False,8,4,1,1,10,4500
96,Москва,м. Таганская,10,0,0,F,34.0,,False,True,False,False,True,True,False,False,False,False,4,4,1,2,9,4700
97,Москва,,4,5,1,F,35.0,married,,True,False,True,True,True,False,False,False,True,5,3,1,6,12,6700
98,Санкт-Петербург,м. Гостиный двор / Маяковская,4,4,1,M,32.0,married,True,True,False,False,True,True,False,False,False,False,3,10,2,3,8,3200
99,Санкт-Петербург,м. Фрунзенская,16,13,3,M,38.0,married,False,True,False,False,True,False,False,False,False,False,8,4,1,2,14,5500
100,Москва,м. Кропоткинская,8,8,3,F,36.0,single,True,True,False,False,True,True,False,False,False,False,9,7,1,4,11,7000
101,Курск,,9,0,0,F,42.0,married,False,True,True,False,True,True,False,False,False,True,4,4,1,3,11,4600
102,Мурманск,,9,13,0,F,47.0,married,True,True,False,True,True,True,False,False,False,False,6,7,1,5,12,6500
103,Москва,,5,0,0,F,,single,False,False,False,False,True,False,False,False,False,False,10,4,3,1,13,4000
104,Санкт-Петербург,м. Невский проспект / Гостиный двор,10,0,0,F,65.0,,,True,False,False,True,False,False,False,False,True,6,3,2,1,19,3200
105,Москва,м. Менделеевская,8,0,0,F,35.0,single,False,True,False,False,True,True,False,False,False,False,5,4,1,3,16,5760
106,Санкт-Петербург,м. Площадь Восстания,16,13,4,F,38.0,single,True,True,False,False,True,False,False,False,False,False,2,31,1,2,14,3000
107,Уфа,,11,12,3,F,46.0,married,False,True,False,False,True,True,False,False,False,False,4,4,2,6,12,2500
108,Москва,м. Китай-Город,3,5,1,F,36.0,single,False,True,False,False,True,False,False,False,False,False,7,9,3,7,12,5000
109,Москва,м. Курская,9,8,2,F,31.0,married,False,True,False,False,True,False,False,False,False,False,9,4,2,7,14,6000
110,Санкт-Петербург,м. Чернышевская,10,9,2,F,40.0,married,True,True,True,True,True,True,False,False,False,True,5,4,1,5,11,5500
111,Москва,,4,7,1,F,37.0,married,True,True,False,False,True,False,False,False,False,False,4,4,1,1,6,3880
112,Мюнхен,,6,6,3,M,27.0,,False,True,False,False,True,True,False,False,False,False,25,4,2,6,20,6500
113,Москва,,5,5,1,F,35.0,married,True,True,False,False,True,True,False,False,False,False,30,4,7,2,5,6500
114,Москва,м. Третьяковская,10,8,3,F,30.0,single,False,True,False,True,True,True,False,True,False,False,10,4,2,1,15,5500
115,Москва,м. Белорусская,5,7,2,F,41.0,married,True,True,False,False,True,False,False,False,False,False,5,4,1,4,7,6000
116,Москва,,5,5,1,F,40.0,married,True,True,False,False,True,False,False,False,False,False,9,3,2,2,9,2850
117,Москва,м. Китай-Город,5,0,0,F,43.0,married,True,True,False,False,True,False,False,False,False,True,6,4,2,5,9,4000
118,Москва,м. Таганская,7,0,0,M,35.0,married,,True,False,False,True,False,False,False,False,True,6,4,3,3,4,5000
119,Москва,м. Парк культуры,20,10,2,F,52.0,single,True,True,True,False,True,False,False,False,False,True,2,3,1,5,12,5000
120,Алматы,,4,5,2,F,26.0,married,False,True,False,False,True,True,False,False,False,False,20,4,1,2,17,5000
121,Санкт-Петербург,м. Петроградская,8,6,3,F,,,,True,False,True,True,False,False,False,False,False,5,4,1,7,15,5000
122,Санкт-Петербург,м. Владимирская / Достоевская / Звенигородская,14,15,4,F,50.0,married,True,True,False,False,True,False,False,False,False,False,10,4,2,3,12,4000
123,Реховот,,8,7,3,F,31.0,married,True,True,False,False,True,False,False,False,False,False,8,4,1,6,16,4800
124,Москва,,7,6,3,F,30.0,single,False,True,False,False,True,True,False,False,False,False,9,5,2,2,12,5500
125,Санкт-Петербург,,7,7,1,F,37.0,,False,True,False,True,True,True,False,False,False,False,4,4,1,8,8,4500
126,Москва,,10,14,2,F,41.0,single,True,True,True,False,True,False,False,False,False,False,2,4,1,5,11,4000
127,Москва,м. Краснопресненская,9,10,2,F,48.0,married,,True,True,True,True,True,False,False,False,True,4,4,1,4,11,5000
128,Москва,м. Таганская,4,6,4,F,42.0,,,True,False,False,True,False,False,False,False,True,7,12,1,4,14,4000
129,Санкт-Петербург,м. Петроградская,15,15,4,F,,,,True,False,False,True,True,False,False,False,True,9,3,1,5,9,7000
130,Санкт-Петербург,м. Достоевская,21,22,1,F,54.0,married,True,True,False,True,True,True,False,False,False,False,6,4,1,5,19,4320
131,Москва,м. Китай-город,10,10,3,M,32.0,single,False,True,False,False,True,True,False,True,False,True,8,6,1,4,9,3600
132,Москва,м. Лубянка; м. Чистые пруды / Тургеневская,7,6,2,M,30.0,married,False,True,False,False,True,False,False,False,False,True,7,3,2,5,16,5500
133,Краснодар,,5,5,2,M,39.0,,,True,False,False,True,True,False,False,False,False,4,3,2,6,9,4500
134,Москва,Воробьевы Горы,10,10,2,F,33.0,married,,True,False,False,True,False,False,False,False,True,15,4,2,2,13,5000
135,Москва,м. Пятницкое Шоссе,4,6,3,F,27.0,single,False,False,False,False,True,False,False,False,False,False,8,4,2,3,15,5000
136,Москва,м. Новослободская / Менделеевская,13,0,0,F,37.0,married,False,True,True,False,True,True,False,False,False,False,7,4,1,6,9,6480
137,Москва,м. Чистые пруды / Тургеневская / Сретенский бульвар,6,6,3,F,32.0,married,False,True,False,False,True,True,False,False,False,False,17,6,3,1,15,7000
138,Батуми,,10,0,0,F,,,,True,False,False,True,True,False,False,False,False,3,3,1,1,6,4500
139,Москва,,6,6,0,F,31.0,single,False,True,False,False,True,False,False,False,False,False,5,4,1,6,14,5000
140,Усть-Каменогорск,,7,7,1,F,47.0,married,True,True,False,True,True,True,False,False,False,True,5,8,1,5,17,3000
141,Барнаул,,15,11,2,F,44.0,married,True,True,False,False,True,True,False,False,False,False,10,4,2,4,15,2500
142,Москва,м. Китай-Город / Чистые Пруды,8,0,0,F,40.0,,,True,False,False,True,False,False,False,False,False,4,4,2,2,12,4000
143,Санкт-Петербург,,6,0,0,F,40.0,,,True,False,False,True,False,False,False,False,True,3,4,1,2,11,3000
144,Казань,,2,0,0,F,37.0,,False,True,False,False,True,False,False,False,False,False,6,4,1,0,12,2800
145,Санкт-Петербург,,3,6,1,F,30.0,married,False,True,True,False,True,True,False,False,False,True,4,4,1,5,10,3500
146,Москва,м. Чеховская / Пушкинская / Тверская,5,6,3,F,64.0,,,True,True,False,True,False,False,False,False,False,4,3,2,1,11,3500
147,Краснодар,Фестивальный микрорайон,11,0,0,F,45.0,married,False,True,True,False,True,False,False,False,False,False,3,8,2,6,7,3500
148,Москва,м. Таганская,6,0,0,F,58.0,married,True,True,False,False,True,True,False,False,False,False,6,3,1,1,4,3500
149,Москва,Зеленоград,20,20,4,F,72.0,married,True,True,False,False,True,False,False,False,False,True,21,4,1,7,18,5500
150,Москва,м. Пушкинская,4,3,1,F,26.0,single,False,True,False,False,True,True,False,True,False,False,10,4,3,2,15,6000
151,Санкт-Петербург,м. Петроградская,7,4,2,F,37.0,,,True,False,True,True,False,False,False,False,True,5,16,1,8,15,3000
152,Санкт-Петербург,,2,4,0,F,42.0,married,True,True,False,False,True,False,False,False,False,False,2,4,1,3,8,2200
153,Санкт-Петербург,м. Невский проспект,4,6,0,F,36.0,single,,True,True,False,True,False,False,False,False,False,5,6,1,3,10,2500
154,Самара,,6,9,1,F,49.0,single,True,True,False,True,True,False,False,False,False,True,5,4,2,5,15,3300
155,Санкт-Петербург,м. Технологический институт / Пушкинская,5,6,0,F,53.0,married,True,True,False,True,True,False,False,False,False,True,5,4,1,5,15,4000
156,Москва,м. Пушкинская / Чеховская,2,0,0,F,42.0,married,True,False,True,False,True,False,False,False,False,False,5,4,2,2,9,2200
157,Пермь,,6,6,1,F,40.0,married,False,True,False,False,True,False,False,False,False,True,5,4,1,4,13,2500
158,Санкт-Петербург,м. Площадь Восстания,9,10,3,F,45.0,married,True,True,False,True,True,False,False,False,False,True,5,4,2,2,12,5500
159,Санкт-Петербург,м. Площадь Ленина,8,0,0,M,49.0,single,True,True,False,False,True,False,False,False,False,False,6,4,1,5,12,8000
160,Краснодар,,6,16,3,F,38.0,married,True,True,False,False,True,False,False,False,False,False,10,4,3,4,20,5000
161,Москва,м. Пушкинская / Тверская / Чеховская,7,0,0,M,35.0,,,True,False,False,True,False,False,False,False,False,3,4,2,5,7,7000
162,Санкт-Петербург,м. Василеостровская,10,0,0,F,40.0,married,True,False,False,False,True,False,False,False,False,False,8,4,1,3,10,4000
163,Санкт-Петербург,м. Академическая,12,12,4,F,43.0,married,True,True,False,True,True,True,False,True,False,True,9,3,1,6,9,6000
164,Санкт-Петербург,,2,3,1,F,42.0,,,True,False,False,True,False,False,False,False,False,2,4,1,3,9,2700
165,Москва,м. Трубная,4,4,1,F,27.0,single,,True,False,False,True,True,False,False,False,False,7,4,3,0,7,5000
166,Санкт-Петербург,,4,4,1,F,38.0,single,False,True,True,False,True,True,False,False,False,True,7,13,4,6,13,4500
167,Москва,м. Баррикадная / Краснопресненская,6,6,1,F,32.0,,,True,False,False,True,False,False,False,False,False,4,4,1,5,6,3500
168,Москва,м. Третьяковская / Новокузнецкая,2,0,0,F,36.0,married,False,True,False,True,True,True,False,True,False,True,9,4,2,1,5,2200
169,Москва,м. Менделеевская / Новослободская,13,12,2,F,44.0,,True,True,False,False,True,False,False,False,False,False,13,4,3,2,13,8000
170,Москва,м. Маяковская,14,14,3,M,36.0,,True,True,False,False,True,True,False,False,False,False,10,4,1,3,7,7000
171,Москва,м. Краснопресненская,3,0,0,M,43.0,married,False,True,True,False,True,False,True,False,False,False,6,8,2,7,15,4000
172,Санкт-Петербург,м. Черная речка,5,5,2,M,40.0,married,True,True,False,False,True,False,False,False,False,True,8,8,1,3,11,5000
173,Симферополь,,11,0,0,F,48.0,single,True,True,False,True,True,True,False,False,False,False,7,4,1,5,13,5000
174,Тула,,7,0,0,F,36.0,,,True,False,False,True,False,False,False,False,False,3,3,2,0,7,4000
175,Санкт-Петербург,м. Сенная / Василеостровская,11,0,0,M,60.0,married,True,False,False,False,True,True,False,False,False,True,5,4,1,2,7,3500
176,Новосибирск,,3,0,0,M,39.0,married,True,True,False,True,True,False,True,False,False,False,9,4,1,2,18,3000
177,Москва,м. Арбатская,8,8,3,F,46.0,married,True,True,False,False,False,False,False,False,False,False,4,19,2,2,11,5500
178,Красноярск,,13,12,4,F,34.0,married,True,True,False,False,True,False,False,False,False,False,6,4,2,6,18,6000
179,Санкт-Петербург,м. Горьковская,19,19,3,F,42.0,married,True,True,True,False,True,True,False,False,False,False,7,4,2,3,18,11000
180,Москва,,5,8,1,M,43.0,married,False,True,True,False,True,True,False,False,False,False,12,4,3,4,12,3250
181,Москва,м. Славянский бульвар,6,4,2,F,39.0,married,True,True,False,False,True,True,False,False,False,False,6,4,1,2,12,4000
182,Санкт-Петербург,м. Сенная площадь / Садовая,5,8,1,F,37.0,married,False,True,False,False,True,False,False,False,False,False,3,4,1,5,9,2800
183,Москва,м. Смоленская,3,3,1,F,27.0,married,,True,False,False,True,True,False,False,False,False,17,4,2,5,11,3500
184,Москва,,3,0,0,F,29.0,single,False,True,False,False,True,True,True,True,False,True,9,8,2,9,21,5000
185,Санкт-Петербург,м. Пионерская,5,0,0,F,47.0,married,True,True,True,False,True,False,False,False,False,False,6,4,1,3,13,3200
186,Москва,м. Менделеевская,6,0,0,F,33.0,married,False,True,False,False,True,False,False,False,False,False,6,4,1,0,9,4500
